,date,tweet
1437,2022-10-30,Headlines at 8 AM with Pooja Rajput  #Seoul #DelhiAirQuality #PMModi  https://t.co/K1FHgU1zZd
1438,2022-10-30,#이태원 #이태원사고 #Itaewon  #ITAEWONHALLOWEEN  #Seoul   https://t.co/S6l8Wg7Dzg
1439,2022-10-30,"after kanjuruhan, and now Itaewon tragedy #prayforItaewon #Seoul #PrayForSeoul  https://t.co/VHrtMKQui1"
1440,2022-10-30,#SeoulHalloweenStampede   more than 140 ambulances had been dispatched to the scene  It was just before midnight that dozens of people fell unconscious near a hotel.   they received the first report regarding breathing difficulties  #Seoul #HALLOWEENPARTY #อิแทวอน #ฮาโลวีน2022  https://t.co/2HIJaezc0i
1441,2022-10-30,#Corée_du_Sud🇰🇷⚡️🎃Nuit d’horreur à #Séoul. Le dernier bilan fait état d’au moins 120 morts et 100 blessés dans un mouvement de foule lors des festivités d’#Halloween -  https://t.co/hHS8iYAbdq  https://t.co/l90V4gknfu
1442,2022-10-30,Prayers for south Korea! #Seoul #SouthKorea
1443,2022-10-30,#Seoul 😥  https://t.co/1qx8duRLP5
1444,2022-10-30,My god it’s AMAZING the lies they @POTUS &amp; @PressSec it’s STUNNING!  The democrats have already CRASHED OUR ECONOMY and Brandon claims it’s what the @GOP will do?  I’m F’n STUNNED! #Seoul #Ukraine️ #Midterms2022 #RedOctober
1445,2022-10-30,Kashmiris' urge for freedom can't be suppressed for long: PM on Black Day - Follow/RT/Fav - #NZvsSL : #HumanitySaviours : #ELONMUSK : #KnowAboutChhathPuja : #Seoul : Glenn Phillips : Liverpool : Klopp : Brighton : CBI Probe AD Raut InSSRCase :  https://t.co/cghCoVCg8C
1446,2022-10-30,"Following the tragedy in Itaewon, South Korea has declared a national mourning period. Please be considerate of what you say and post online.   #Itaewon #Seoul"
1447,2022-10-30,A fire broke out ##SouthKorea during #Halloween celebrations.  #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고  https://t.co/khMpLUwYUy
1448,2022-10-30,#이태원 #Itaewon  #ITAEWONHALLOWEEN  #Seoul  #이태원사고  https://t.co/XgAAoPpr36
1449,2022-10-30,‼️AVISO‼.. #Itaewon #Seoul #Halloweenitaewon  https://t.co/FcBTInHvH2
1450,2022-10-30,A man tries to escape from Death during the last night celebrations at the Halloween party in South Korea.  The main cause of deaths was Cardiac arrest... Pray for them 🙏  #SouthKorea #Halloween  #Seoul   #CardiacArrest #Itaewon #이태원 #itaweon  https://t.co/Qmoon2MXKJ
1451,2022-10-30,बेहद गम्भीर मामला है #South_Korea #Seoul  दक्षिण कोरिया की राजधानी Seoul में Halloween Party में बहुत बड़ा हादसा हुआ है। सैंकड़ों लोगों को एक साथ दिल का दौरा पड़ा। बेहद सावधानी पूर्वक जांच करने की आवश्यकता है। #दक्षिणकोरिया #कोरिया #heartattack #SouthKoreaHalloween #SouthKorea  https://t.co/NqKO2cT3hr
1452,2022-10-30,Imagine dying celebrating a festival not belonging to your country. #Seoul #halloween.  https://t.co/IzomoLSXTH
1453,2022-10-30,Major accident in South Korea: Many saw the signs of danger even before the tragedy - #major_accident #south_korea #darlington #tragedy #england #korea #major #south #seoul  https://t.co/4rl2w6WOXt
1454,2022-10-30,"#Halloween horror: 149 dead, 76 injured in #stampede in #Seoul #SeoulStampede  #kalingatv  https://t.co/0g1JPgVZOn"
1455,2022-10-30,#Itaewon crowd crush: Horror as more than 150 die in #Seoul district  https://t.co/pgNzhgN3q8
1456,2022-10-30,Disheartening. End is near.  #Seoul #CardiacArrest
1457,2022-10-30,Visuals from #Seoul show people desperately performing CPR on the streets. #Halloween   https://t.co/VPr2XVOcms
1458,2022-10-30,Don't waste your time and buy any of these 😂😂😂😂 Full story:  https://t.co/1HbBnxRJcR #dogecoin #อิแทวอน #오이_지젤생일_아인교 #Seoul #youtubeshorts #YouTube #AsuuStrikeUpdate #BTSNERD #chaelisa #ELONMUSK #Femboy #GoWokeGoBroke #INDvsPAK2022 #jendragonisreal #LoveIsBlind #FYP  https://t.co/869jN4hDiq
1459,2022-10-30,Tragic news coming out of #Seoul. Some 150 people got killed in a #Halloween stampede. Crowds have shown time and again that they can’t manage themselves no matter which part of the world. Avoidable deaths…
1460,2022-10-30,Seoul tries to identify 270 missing in Halloween stampede  https://t.co/foRcmF9n72 #Halloween #Seoul #SouthKorean #Stampede
1461,2022-10-30,"Sending my prayers to all the families of the victims in Itaewon, may their souls rest in peace.   #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고"
1462,2022-10-30,"At least 151 dead, 150 others injured after Halloween crowd surge in Seoul  https://t.co/AUBZxhtC9c  #Seoul #SeoulStampede #Itaewon #ITAEWONHALLOWEEN #ItaewonStampede #SouthKorean #SouthKorea #HalloweenHavoc #Halloweenitaewon"
1463,2022-10-30,"#Seoul Halloween stampede | Death toll rises to 151 including 19 foreigners from Iran, Uzbekistan, China and Norway  #SeoulHalloweenStampede #SeoulHalloween"
1464,2022-10-30,リテウォンクラスめちゃ見てたからこんな大惨事が起きたことが悲しい。 明石の花火大会でも亡くなったのは11人で今回は146人、、、悲惨すぎる #ソウル  #seoul   ソウルの繁華街・梨泰院で転倒事故か　ハロウィーン前に人出  https://t.co/CYwpGNvMK1 @ＹｏｕＴｕｂｅより
1465,2022-10-30,Seoul stampede: At least 19 foreigners killed in Halloween stampede as total death toll rises to 151   https://t.co/SWQlIiuBA7 via @newscomauHQ  #HalloweenTragedy #SouthKorea #Seoul #Itaewon #Stampede #Deathtoll  https://t.co/7zKfkuWMfT
1466,2022-10-30,Pray for Itaewon🌹  Our prayers with everyone in Seoul and Deep condolences to the families and friends of the victims🫂✨   #prayforitaewon #Itaewon  #이태원사고 #Seoul #SouthKorean  https://t.co/Sz7HKdRimo
1467,2022-10-30,#dogecoin #อิแทวอน #Seoul #지구에서년지성아_환영해  https://t.co/afSg6C3irp
1468,2022-10-30,Call Center job in Gurugram  Haryana . #อิแทวอน  #dogecoin #Seoul  #지구에서년지성아_환영해 #오이_지젤생일_아인교  #LUFC  #Worlds2022  #TheAstronaut  #BLACKPINK  #BORNPINKinHOUSTON_DDAY
1469,2022-10-30,I am deeply distributed by the images coming out of #Seoul right now. Just tragic.
1470,2022-10-30,"A fire broke out, near the disaster event in Korea.. at the Halloween celebrations. 🇰🇷  #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고  https://t.co/uG2ibEqKSu"
1471,2022-10-30,“At least 149 dead following stampede during Halloween festivities in Seoul” 😢 #Seoul #ItaewonStampede #ITAEWONHALLOWEEN   https://t.co/DWdiiTU86n
1472,2022-10-30,"#CoreaDelSur 🇰🇷 Durante una conferencia, el presidente del país, Yoon Suk-yeol, dió sus condolencias a los allegados de las víctimas de la tragedia de #Itaewon, y la definió como “horrible” y como “una tragedia y un desastre que nunca debió haber ocurrido”. #Seoul #SouthKorea  https://t.co/j9GZFtFOTv"
1473,2022-10-30,"@Yolovejiang 8/  🔸#THREAD   ..ich möchte *nur*, darauf hinweisen das es mir seltsam erscheint, das es gestern über #Südkorea und #Putin viele Schlagzeilen gab.   Und plötzlich in #SouthKorea während einer #Halloween Party viele Menschen zerdrückt wurden.   [#Seoul #Itaewon #HalloweenEnds ]"
1474,2022-10-30,#이태원 #이태원사고  #Itaewon  #ITAEWONHALLOWEEN  #Seoul   https://t.co/01QexFhAvU
1475,2022-10-30,Pray for itaewon #Seoul #ITAEWONHALLOWEEN #Itaewon  https://t.co/dX9QKGfBTk
1476,2022-10-30,#이태원사고 #ITAEWONHALLOWEEN #Seoul  Tidak menyalahkan antusias orang2 yg ingin menghadiri acara spt ini. Apalagi bisa menimbulkan keramaian dan bisa berakibat fatal. Mungkin alangkah lebih baiknya di pikirkan kembali. Ingat ada keluarga yg menanti km pulang ke rumah 🥀  https://t.co/dbBhnwYEHM
1477,2022-10-30,【更新｜死亡人數增至151人】截至韓國當地時間30日上午11時，韓國首爾梨泰院踩踏事故已造成至少151人死亡，其中97人是女性，54人是男性，包括19名外國人，另有82人受傷。另外，警方接到超過350宗人員失蹤的報警。#seoul #Itaewon
1478,2022-10-30,"At least 146 dead, 150 injured in stampede during Halloween festivities in Seoul  #seoul #Halloween #Itaewon #SouthKorea #stampede  https://t.co/RPiV7EEHo2"
1479,2022-10-30,Des jeunes qui meurent étouffés compressés par centaines a #Seoul lors de la satanique #Halloween qui se moque des morts vont maintenant allumer des bougies et pleurer en comprenant la débilité de ces déguisements démoniaque .
1480,2022-10-30,#Itaewon crowd crush: Horror as nearly 150 die in #Seoul district.  #itaewonhalloween   https://t.co/Di27O5rKq1
1481,2022-10-30,Listen to this before you start asking me for gifts! 😂😂😂😂😂 #dogecoin #อิแทวอน #오이_지젤생일_아인교 #Seoul #SouthKorea #ELONMUSK #LUFC #DOGE #Worlds2022 #عضوه_جامعة_نوره_تقذف_الرسول #StrictlyComeDancing #chaelisa #Asake #TaylorCarabajal #BORNPINKinHOUSTON_DDAY #Halloween2022  https://t.co/5GaileOg08
1482,2022-10-30,Can't stay silent as army being targeted: DG ISI makes surprising appearance in presser - Follow/RT/Fav - #NZvsSL : #HumanitySaviours : #ELONMUSK : #KnowAboutChhathPuja : #Seoul : Glenn Phillips : Liverpool : Klopp : Brighton : CBI Probe AD Raut...  https://t.co/rpkoBbihyM
1483,2022-10-30,#이태원 #Itaewon #이태원사고 #Seoul #ITAEWONHALLOWEEN   https://t.co/aNoTNed9Tb
1484,2022-10-30,At least 149 people died and 150 were injured in a stampede at a prominent market #HALLOWEENPARTY in #SouthKorea capital #Seoul.  #SouthKoreaHalloween  #이태원 #이태원사고 #압사사고 #อิแทวอน #ฮาโลวีน2022  #เกาหลีตอนนี้ #stampede   #Itaewon  #HalloweenHorror  https://t.co/DonaT6ZfYT
1485,2022-10-30,Another Video- This is so painful to see! So many young people died! 155 people died as a result of the stampede during the Halloween celebrations. #SouthKorea #Halloween  #Seoul  #CardiacArrest #Itaewon #대한민국 #할로윈 #서울 #이태원  https://t.co/J9ceXq282j
1486,2022-10-30,Rest In Peace For the victim 😢 Anyeong #Seoul #Korea #Halloweenitaewon #RestInPeace Turut Sedih dan Berduka . Semoga tidak terjadi peristiwa seperti ini lagi. AmiN
1487,2022-10-30,#이태원  #Seoul  #이태원사고  #Itaewon   https://t.co/6OyFJICSrH
1488,2022-10-30,@gchahal So Sad 💔  We should stop with the borrowed culture #Seoul
1489,2022-10-30,Choquée ils sont tous morts … #Seoul
1490,2022-10-30,"@bss2661 @juwonreports If ever you visit #Seoul once in life,  you will come to know , basically South Korean is a nation much impressed by US.   #FreeSpeech"
1491,2022-10-30,เมตตา10บาท​ 20บาทของท่านให้เด็กๆทั้ง60กว่าชีวิตด้วยนะคะ​ อาหารข้าวสารต่อวันใช้ไม่ต่ำกว่า15กิโลค่ะ​ ไทยพาณิชย์​ 8832199104​ จำเนียร​ ​ลูก​เ​ห​ล​็​ม​ #อิแทวอน #ประยุทธ์ขายชาติ #ppkritt #อีแทวอน #อินแทวอน #Seoul #
1492,2022-10-30,"UPDATE: Death toll from Seoul Halloween crush rises to 151, including 19 foreigners  #Seoul  #Seoulkorea  #SeoulStampede"
1493,2022-10-30,Beyond sad over what has happened in #Seoul my heart goes out to everyone. Praying for all the families and those injured at hospitals. 🙏
1494,2022-10-30,తీవ్ర విషాదం.. హాలోవీన్ వేడుక‌ల్లో తొక్కిస‌లాట‌.. 151 మంది మృతి #SouthKorea #Halloween #Seoul #Internationalnews  https://t.co/Tazx4jlDYP
1495,2022-10-30,"#BreakingNow: सियोल में हैलोवीन पार्टी में भगदड़ से अब तक 151 लोगों की हुई मौत, राष्ट्रपति यून सुक येओल घटनास्थल पर पहुंचे  @himanshdxt #SouthKorea #Seoul  https://t.co/EnWLYW9laB"
1496,2022-10-30,At least 146 killed in Halloween crush as revellers surge up narrow stre...  https://t.co/RS26hjwjzB via @YouTube #prayersforItaewon #Seoul #SouthKorea
1497,2022-10-30,My heart is breaking for #Seoul right now.
1498,2022-10-30,Hollowen ITAEWON South Korea Crowd Stampede #itaewon #southkorea #hollowen #seoul  https://t.co/zAk3qGkwIW
1499,2022-10-30,R.I.P #Seoul  #Itaewon  https://t.co/baCrozjmqC
1500,2022-10-30,"Seoul Halloween stampede: Death toll rises to 151, 19 identified as foreigners  Read @ANI Story |  https://t.co/bovprgKCRU #Seoul #SeoulStampede #seoulhalloween #SouthKorea #Halloween  https://t.co/Xa6WciPtsv"
1501,2022-10-30,Holy crowded in #Itaewon #Seoul before the tragedy   https://t.co/WoFCUjwMcd
1502,2022-10-30,@tamysolivecec Deeply shocked at the loss of so many young lives due to the stampede in #Seoul Our condolences to the families of those who lost their dear ones. We stand in solidarity with the Republic of Korea during this difficult time😢💐💐
1503,2022-10-30,It’s been hours but I still can’t stop thinking about them. I’ve seen so many videos that is literally insanity. I can’t believe how the families and beloved ones are feeling. 😭  #Seoul #Itaewon  https://t.co/6KokYGwYfa
1504,2022-10-30,"#BREAKING_NEWS :”GRAPHIC CONTENT – At least 149 people, mostly teenagers and young adults in their 20s, were killed in #SouthKorea when a crowd celebrating Halloween surged into an alley in a night-life area of #Seoul  https://t.co/ivinbLqIjm #SeoulStampede  #HalloweenHavoc"
1505,2022-10-30,So sad &amp; tragic…  #Seoul  Prayers 🙏
1506,2022-10-30,"Oh, my goodness. My heart goes out to the people of Seoul, South Korea. #Seoul ❤️"
1507,2022-10-30,"#SouthKorea #Halloween crowd-crush: #JoeBiden, @EmmanuelMacron and other world leaders express condolences over deadly stampede in #Seoul.  https://t.co/QWOKHMYo71"
1508,2022-10-30,It's so painful every person is trying to save their love once but they are not responding everybody needs help !!! Please pray for them🙏🙏  #Halloween  #SouthKorea #Seoul #Corea #อิแทวอน #coreadelsud  #SouthKorea #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/wrGXTwhXpi
1509,2022-10-30,"At least 151 dead, 150 others injured after Halloween crowd surge in Seoul  https://t.co/AUBZxhtC9c  #HalloweenHavoc #Halloween #Seoul #SeoulStampede #seoulhalloween #SouthKorean #southkorea"
1510,2022-10-30,My heart is heavy tonight. Keeping Seoul and everyone affected by this tragedy in my thoughts 🖤#Seoul
1511,2022-10-30,"Seoul: At least 149 people died and 150 were injured in a stampede at a prominent market in South Korea's capital Seoul, where a massive crowd had gathered for Halloween festivities.#SouthKorean #SouthKorea #halloween  #Seoul  #SouthKorea  #HalloweenHavoc @GauravVirendraA  https://t.co/OJjtGQ75MU"
1512,2022-10-30,"The terrible Halloween Itaewon Incident happened near Itaewon Station, in a narrow downhill street.  If you were in the area and want to communicate that you're fine, please use the Google Maps link below.  #Seoul #SouthKorea #Halloween  #ItaewonIncident   https://t.co/rdaNuOsRK4"
1513,2022-10-30,CORÉE DU SUD: AU MOINS 146 MORTS APRÈS UN MOUVEMENT DE FOULE EN MARGE DES FÊTES D'HALLOWEEN  146 personnes sont mortes et 150 ont été blessées dans une bousculade à Séoul lors d'une fête d'Halloween avec plusieurs milliers de participants dans les rues étroite #Seoul #CoreeduSud  https://t.co/U2P385ehJV
1514,2022-10-30,@FlorenceOg37 Vous êtes vraiment le genre de personne qui se réjouit de drames horribles pour faire vos fake news 🤮🤮🤮 #RespectTheVictims #Seoul
1515,2022-10-30,Ada WNI yang Meninggal di Tragedi Halloween Itaewon? Ini Kata KBRI di Seoul #Seoul #이태원 #Itaewon #ITAEWONHALLOWEEN #ItaewonTragedy #ItaewonCrowdCrush  #PrayForItewon #PrayForSeoul #prayersforItaewon  https://t.co/FFOOEpxRRt
1516,2022-10-30,Seoul Namsan Gugakdang (서울 남산국악당) #art #basement #facilities #floor #gil #government #ground #gu #Gugakdang #Gukakdang #HALL #Jung #levels #Metropolitan #Namsan #performance #seats #Seoul #sounds #Toegye #Seoul #Namsan #Gugakdang #(서울 #남산국악당)  https://t.co/QE6dfoXKKa  https://t.co/sLkxYlmgFt
1517,2022-10-30,#Seoul ... Vedete a non buttare al macero un bancale di vaccini scaduti?
1518,2022-10-30,หาเคสทำฟันเด็กค่ะ สำหรับน้องๆอายุ6-12ปีค่ะ รักษาภายใต้การควบคุมของอาจารย์ทันตแพทย์ ถ้าลาเรียนมาออกใบรับรองแพทย์ให้ได้ค่ะ สนใจสอบถามรายละเอียดได้เลยค่ะ . . #รังสิต #หาเคสทำฟัน #มรังสิต #ปทุมธานี #rsu #tu #มธ #BLACKPINK #ppkritt #WangYibo #MileApo #Seoul
1519,2022-10-30,#SouthKorea: 146 dead after Halloween crowd surge in #Seoul of South Korea  #SouthKorean #SeoulStampede   https://t.co/q0zVFrdqjw
1520,2022-10-30,#Worlds2022 #Seoul #SouthKorea #DOGE #LUFC #chaelisa #TaylorCarabajal #AmericaFirst #America First  https://t.co/hLIV9gJQHg
1521,2022-10-30,"Aptallığın, milleti, coğrafyası yok. Çok yazık.  Güney Kore #SONDAKIKA #Halloween #seoulhalloween #Itaewon #Seoul #SouthKorea"
1522,2022-10-30,"#UPDATE: #SeoulHalloweenStampede, Death toll rises to 151 including 19 foreigners from #Iran, #Uzbekistan, #China and #Norway, reports Yonhap news agency #Seoul #Halloween #SouthKorea"
1523,2022-10-30,TIL South Koreans celebrate #Halloween !! Through tragic tweets I woke up to on my TL!! Terribly sad!  Doesn't Asia have a strong culture by itself! Why are we influenced by Western culture of celebrating Halloween?!  #Seoul
1524,2022-10-30,"#KnowAboutChhathPuja #NZvsSL  #HumanitySaviours #Seoul  लोगों का मानना हैकिछठी मैयाऔरसूर्य देव की पूजाकरने से संतान सुख,दीर्घायु और सुख-समृद्ध कीप्राप्ति होती है।जब कि छठ पूजा शास्त्र विरुद्ध साधना है।गीता अध्याय16 श्लोक 23,24 के अनुसार शास्त्रविधि अनुसार भक्ति से ही लाभहोता है।  https://t.co/eYWQr1ptSC"
1525,2022-10-30,@LiamMcEwan Deeply shocked at the loss of so many young lives due to the stampede in #Seoul Our condolences to the families of those who lost their dear ones. We stand in solidarity with the Republic of Korea during this difficult time😢💐💐
1526,2022-10-30,Pray for Itaewon. #Seoul #SouthKorea #Itaewon #ItaewonStampede #ItaewonStampede  https://t.co/hQIGw5uE6u
1527,2022-10-30,दक्षिण कोरिया की राजधानी #सियोल में तीन साल में शहर के पहले हैलोवीन कार्यक्रम में एक बड़ी भगदड़ 151 लोगों की मौत  राष्ट्रीय शोक घोषित #Seoul  https://t.co/wMVafgKKOy
1528,2022-10-30,"""Death toll from #Seoul #Halloween crush rises to 151, including 19 foreigners - Yonhap""  #SeoulStampede"
1529,2022-10-30,@Joe911S #Seoul adesso. #Halloween  Oltre 100 persone hanno avuto attacchi cardiaci contemporaneamente. 🙄
1530,2022-10-30,Deeply saddened to hear about the stampede which claimed over 150 young lives.  May god give strength to bear this tragic loss to victim’s families and wish speedy recovery for all those injured. #Seoul
1531,2022-10-30,"Pushing and stressing hysterically, a man tries to escape..during the celebrations at the Halloween party..in South Korea..  #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/KbVAXHNQsD"
1532,2022-10-30,सियोल भगदड़ में मरने वालों लोगों की संख्या बढ़कर 151 हो गयी है. #Seoul
1533,2022-10-30,@narayanmvm #อิแทวอน #Seoul #지구에서년지성아_환영해 #오이_지젤생일_아인교 #이태원
1534,2022-10-30,#Seoul Pengunjung parti berpakaian kostum melarikan diri dalam keadaan panik.    https://t.co/klEfeSq08l
1535,2022-10-30,Breaking News: About 150 people reported hurt in stampede in South Korea  #SouthKorea #SouthKorea #Halloween  #Seoul #Itaewon #이태원 #이태원사고 #압사사고  https://t.co/RoOS3WQJ8l
1536,2022-10-30,At least 120 people were killed and 100 hurt in a chaotic stampede in South Korea’s capital #Seoul after thousands gathered on a narrow street to celebrate Halloween.  #stampede #Itaewon #SouthKorea #Halloween  https://t.co/vAmchIS26O
1537,2022-10-30,"#Seoul में #Halloween के दौरान भगदड़ मच गई. कोई बेसुध होकर गिरा, कोई भगदड़ में कुचला गया... देखिए तस्वीरें    https://t.co/I3nRPxc5Ak"
1538,2022-10-30,Good morning friends #Seoul 😌
1539,2022-10-30,New Post on #Deeper ! 'Twitter Trends #Seoul ' Click here for the post↓  https://t.co/TFjKPdB1rD
1540,2022-10-30,Thoughts and prayers for all those families who lost there loved ones in the unfortunate incident. #PrayForKorea #Seoul #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.#SouthKorea  https://t.co/usMQ5o74zp
1541,2022-10-30,National Gugak Museum (국립국악박물관) #audio #exhibition #February #gu #gugak #halls #Korea #materials #MUSEUM #Nambusunhwan #National #pieces #relics #ro #Seocho #Seoul #value #video #National #Gugak #Museum #(국립국악박물관)  https://t.co/G5FlFRFsDN  https://t.co/d1WqNmWub8
1542,2022-10-30,"what happened in  #Seoul is why I never went to a Club/crowded place as a personal choice, I always believe that overly crowded places can lead to a lot of problems including conflicts, fights and more... but this was the last thing I was expecting... May your souls rest in peace"
1543,2022-10-30,"just for context this is from Thursday October 27 in Itaewon, right across street from where stampede happened in Seoul. it is easy to see how it could get overcrowded.. see alleyway at 24 seconds. again this is from 3 days before tragedy #seoul #itaewon #Halloween  https://t.co/YsZnE3lNQl"
1544,2022-10-30,A man tries to escape from Death during the celebrations at the Halloween party in South Korea..  #SouthKorea #Halloween  #Seoul   #CardiacArrest #Itaewon #이태원  https://t.co/XaOTJbOJyG
1545,2022-10-30,This is absolutely insane and heartbreaking…  Facebook Live Video before the Itaewon Stampede accident #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween #Seoul #itaewon #이태원 #이태원사고  #압사사고  https://t.co/Qv6ScYkGQR
1546,2022-10-30,149 ppl died celebrating white ppls holiday. 🤦🏿‍♂️🤦🏿‍♂️ #BlackTwitter #Korea #hollowknight #Seoul
1547,2022-10-30,"A #Chinese citizen was confirmed dead in the mass stampede in #Seoul, #SouthKorea. The Chinese #embassy asked the ROK to take care of the aftermath and got in touch with the family of the victim, expressing condolences and providing assistance.  https://t.co/jIkhkLsKc3"
1548,2022-10-30,We should avoid mass gathering.  #Seoul #SouthKorean
1549,2022-10-30,"#Itaewon death toll information released by South Korean fire authorities.  151 dead(97 are women, 54 men) 19 foreigners found dead. Nationalities including Iran, China, Norway, Uzbekistan, etc..   #Seoul #PrayForItaewon  🇰🇷 #이태원참사이태원 #이태원사고 #압사사고  https://t.co/VriikNpgUD"
1550,2022-10-30,"A #Chinese citizen was confirmed dead in the mass stampede in #Seoul, #SouthKorea. The Chinese #embassy asked the ROK to take care of the aftermath and got in touch with the family of the victim, expressing condolences and providing assistance.  https://t.co/8G8cUs11Pb"
1551,2022-10-30,#Itaewon  #이태원 #이태원사고  #ITAEWONHALLOWEEN  #Seoul   https://t.co/GXsN4Lb1Nu
1552,2022-10-30,"गोरबंध, ऊंट के गले का आभूषण है। मारवाड़ तथा शेखावटी क्षेत्र में इस आभूषण पर गीत गोरबंध नखरालो गीत गाया जाता है। इस गीत से ऊँट के शृंगार का वर्णन मिलता है। #Rajasthan #art #culture #loggeet  #Seoul  https://t.co/4YIN9PbjGb"
1553,2022-10-30,29日晚，韩国首尔梨泰院发生大规模踩踏事故。已造成151人死亡，82人受伤。截至目前，共有三名中国公民在事故中遇难身亡。 #seoul  https://t.co/DTKmPGNToL
1554,2022-10-30,i bigeugjeog-in sageon-e daehae maeu yugamseuleobge saeng-gaghamyeo daehanmingug gugmin-ege jouileul pyohabnida 🙏  #seoul #seul #대한민국 #SouthKorea
1555,2022-10-30,02:10 #Seoul 🇰🇷  1st 8 Best Sun 4/5 f 2nd 9 Unicorn Kingdom 9/2 3rd 10 Challanhan Bulkkot 25/1  11 Ran. Forecast: 5.24 STK
1556,2022-10-30,"#SouthKorea Halloween tragedy: 151 dead in #Seoul stampede, President Yoon declares national mourning   #SeoulStampede #SouthKorean   https://t.co/faKUc2bPKb"
1557,2022-10-30,"151 killed, 82 injured in Halloween stampede in Seoul's Itaewon #Halloween #Seoul #Itaewon #socialnewsxyz  https://t.co/z3pcbY01SM"
1558,2022-10-30,".#SouthKorea’s first big #Halloween celebration since the end of #Covid restrictions turned to tragedy on Oct.29,when at least 151 people, mostly teenagers and young adults, died as tens of thousands of partygoers surged through an alley in a popular nightlife district in #Seoul.  https://t.co/rHZ3hy4RuX"
1559,2022-10-30,"151 killed, 82 injured in Halloween stampede in Seoul's Itaewon #Halloween #Seoul #Itaewon #socialnewsxyz  https://t.co/62Mhiua7NU"
1560,2022-10-30,So sorry to hear about this tragic incident. Prayers for those who perished and their families. So far 19 foreigners have been identified among the dead. #Seoul #Seoulkorea
1561,2022-10-30,PRAY FOR ITAEWON #Itaewon #อิเเทวอน #Seoul 🖤🖤  https://t.co/1Xq7TtzfT0
1562,2022-10-30,It’s absolutely terrible what happened in #Seoul. But this is not the right time to share your crazy ideas of how this is 5G/the vaccines their fault. And if you do ur an absolute piece of human garbage. Leave your crazy ass theories for yourself and grow up! Show some respect!
1563,2022-10-30,"Our space time is not a final destination.   So many people died for no reasons. It doesn’t make sense. Therefore, there must be a realm after that, and death is an only another beginning. #Seoul  https://t.co/uPvtZAzUcD"
1564,2022-10-30,"A fire broke out, near the disaster event in Korea.. at the Halloween celebrations. 🇰🇷  #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고 #SouthKorean  https://t.co/mchBJJa7um"
1565,2022-10-30,"Today our thoughts have been with all the young people who lost their lives in #Seoul, with their loved ones and our dear colleagues at the @ROK_Mission Ambassador Hwang Joonkook, DPR Amb. Oh Hyunjoo, and our colleagues at MFA in #Seoul. Our heartfelt condolences in this tragedy"
1566,2022-10-30,Nearly 150 peoples died dueto #CardiacArrest in #SouthKorea during #Halloweenstampede yesterday. #Seoul #SouthKorea #CardiacArrest #ItaewonStampede #ItaewonCrowdCrush #ITAEWONHALLOWEEN #PrayForSeoul #PrayForSouthKorea #PrayingForItaewon  https://t.co/DMdAuhYBct
1567,2022-10-30,".#SouthKorea’s first big #Halloween celebration since the end of #Covid restrictions turned to tragedy on Oct.29,when at least 151 people, mostly teenagers and young adults, died as tens of thousands of partygoers surged through an alley in a popular nightlife district in #Seoul.  https://t.co/yqc5Gpr9nW"
1568,2022-10-30,Crush kills at least 151 at Halloween festivities in Seoul - #international #south_korea #seoul  https://t.co/YlDhxT85BW
1569,2022-10-30,My thoughts go to the #Seoul young ones whose lives were lost last night.
1570,2022-10-30,목숨을 잃은 분들께 정말 죄송합니다. #Seoul #Itaewon
1571,2022-10-30,Ya Allah swt please pardon the whole muslim ummah and guide every non believer to a straight path. AMEEN  #ISLAM #HADITH #PAKVSNED #indvssa #Seoul #SouthKorean #LUFC #TheAstronaut
1572,2022-10-30,Pray for Itaewon  #Itaewon #Seoul #Pray_for_Itaewon #PrayForSeoul  https://t.co/r2dCXdw1zH
1573,2022-10-30,Being happy never goes out of style🤘🏾 #BeHappy #new #Seoul  https://t.co/iSRoJifVDA
1574,2022-10-30,@Yolovejiang 6/  🔸#THREAD ⏫#SouthKorea  ..ob es etwas zwischen #Südkorea  &amp; #Putin gab.  Und JA tatsächlich gab es etwas zu lesen. Gestern‼️.  Mich würde es nicht wundern wenn in den nächsten Tagen diese  Schlagzeile steht:  🔸'#Putin war auf der #Halloween~ Party in #Seoul/#Itaewon'. 🙄
1575,2022-10-30,"Korean media: Death toll in Seoul stampede rises to 151, including 19 foreigners - #south_korea #seoul  https://t.co/4D18h1sAG0"
1576,2022-10-30,Scenes of chaos and panic played out in the South Korean capital #Seoul as a huge stampede broke out in what marked the city's first Halloween event in three years   https://t.co/6ZRzmbWVz2
1577,2022-10-30,"Having been to Itaewon, so many times before this is truly heartbreaking. I hope Yoon- Sun-yeol’s administration is doing all in their power to help the bereaved families of this extremely sad tragedy…damn #Seoul #SeoulStampede 💔"
