,date,tweet
3422,2022-10-29,@JoeBiden Heartbreaking  At least 146 killed in crowd crush during Halloween festivities in #Seoul.  #Halloween tragedy   https://t.co/0FlaG3GW7i
3423,2022-10-29,Body count continues to climb in #Seoul from #HalloweenHavoc that caused people to die being crushed by a stampede. Dead @ 146 ppl.  This is the reason I will not go to any large scale events outside of #NYC as public safety is not always taken seriously.   https://t.co/859rqjpOMK
3424,2022-10-29,【更新｜死亡人數增至146人】韓國首爾梨泰院踩踏事故死傷人數繼續上升。截至韓國當地時間30日凌晨4時，踩踏事故死亡人數增至146人，另有150餘人受傷。據韓國消防部門介紹，遇難者大多為20多歲的女性。#seoul #halloween #梨泰院
3425,2022-10-29,"Itaewon és, normalment, un barri trepidant, ple de llum, color, diversitat i vida! Molt trista i commoguda pel q hi ha passat! #seoul #itaewon #korea #southkorea"
3426,2022-10-29,All my prayers to the people in  #Itaewon #Seoul
3427,2022-10-29,Horrible news from #Iteawon #Seoul 😢 My heart is with all the families who lost beloved ones and for the people who had to witness these horrible events!
3428,2022-10-29,조심해  희생자와 가족을 위한 기도 🥺 #이태원 #서울 #seoul #itaewon  https://t.co/IYlean5ctE
3429,2022-10-29,At least 146 dead and scores critical after #Seoul #SouthKorea Halloween #Stampede  https://t.co/CZA0DisxDZ via @MailOnline
3430,2022-10-29,Danish Michelle saw crowds trampling people to death in Seoul - #south_korea #trampling #people #seoul  https://t.co/oCPWJOMNej
3431,2022-10-29,Ich dachte immer 1 Armlänge Abstand halten..?   #Seoul  https://t.co/9bsWUyKAtu
3432,2022-10-29,ソウルでのニュース、かなりショックを受けています。こんなに悲しいニュースあっていいのでしょうか、、、  バンタンメンバーも心を痛めているのかなと思うと、胸が張り裂けそうです。  二度とこのような事故は起こってほしくないです。  ご冥福をお祈り致します。  #Seoul
3433,2022-10-29,A dark night that should have been nothing but fun and joy. Sending love and prayer from Sweden❤️🇸🇪🇰🇷 #Seoul #seoulhalloween
3434,2022-10-29,@GentleGuy__ Check #seoul ou #Itaewon
3435,2022-10-29,Semplicemente assurdo quanto successo a #Seul... 🙏🏻💔  #seoulhalloween #seoul #coreadelsud
3436,2022-10-29,#prayforitaewon Over 140 (and increasing) people died in a Itaewon stampede on October 29 to join #HALLOWEENPARTY #Seoul #Korea #hamiltonhotel  https://t.co/tiEPmU7k4m
3437,2022-10-29,Verschrikkelijk die beelden in #Seoul😰
3438,2022-10-29,"Je comprends pas vos histoires de drogue à #seoulhalloween #seoul des gens sont morts étouffés, Compressés par une foule. Rien à voir avec de la drogue,  respectez leur mémoire s'il vous plaît"
3439,2022-10-29,Crush kills at least 146 at Halloween festivities in Seoul - #international #south_korea #seoul  https://t.co/YlDhxT85BW
3440,2022-10-29,"Ptn je regarder le live de Pape San hier a Hongdae et sa parler de la hype d'halloween a Itaewon...et ce qui c'est passer aujourd'hui est terrible, que chaque personne repose en paix 🇰🇷#Itaewon  #seoul"
3441,2022-10-29,#OhmNanonFMKorea2022  #OhmNanon1stFMinKorea #ohmpawat #mynameisnanon #โอมนนน #Ohmnanon  #ohm #nanon @mynameisnanon @ohmpawatt #Seoul #Korea #Corea #Seul
3442,2022-10-29, https://t.co/eqawEKnD3t  #Seoul
3443,2022-10-29,Praying for #seoul   PS: seeing a lot of people spamming the hashtag. This is so disrespectful. Ought to be ashamed of yourself.  https://t.co/VNmwBAInDR
3444,2022-10-29,R.I.P Itaewon 🕊🕊 #Itaewon #rip_itaewon #seoul #ripseoul
3445,2022-10-29,Pray For Itaewon🥀🥺 #Itaewon #seoul #PrayForSouthKorea  https://t.co/RQ4msw6NiF
3446,2022-10-29,So unbearable how much grief and pain these people have to endure.  Young people who just wanted to have a good time😢 My deepest condolences.  May their souls rest in peace and may all injured and traumatized people find help and relief. 🕊️🖤💔🖤 #Itaewon #seoulhalloween #seoul  https://t.co/F0VAomoMBD
3447,2022-10-29,Bir tarafta ölüm kalım diğer tarafta müzik devam ediyor.   #SouthKorea #Halloween  #seoul    https://t.co/BXY9PENex8
3448,2022-10-29,"Le bilan de la bousculade dans la capitale sud-coréenne #Seoul est passé à 146 morts, avec plus de 150 blessés. Cet incident s'est produit lors d'une célébration #Itaewon, #Halloween ou #Halloween #Yonhap #Corée_du_Sud"
3449,2022-10-29,ce mouvement de panique en corée du sud ca reste effarant #seoul
3450,2022-10-29,Si vous voulez savoir ce qu’il s’est passé à #Séoul voici une excellente vidéo qui explique le mouvement de foule.    https://t.co/tQxdhZkoTS
3451,2022-10-29,Prayers for those who lost their lives in Itaewon nightmare. Also guys let's keep fingers crossed and pray that everyone that you care about wasn't there. #itaewon #seoul #halloween #tragedy #prayforitaewon
3452,2022-10-29,#Seoul #KoreanUpdates #Korean #korea #SouthKorea #South #Video #Seul #coreadelsur #updates #서울  #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고  ⬇️  https://t.co/MLyVfl70OK
3453,2022-10-29,Heart and prayers go out to those affected by the stampede in #Seoul Horrifying scenes.
3454,2022-10-29,Furchtbares ist in #Seoul geschehen!😔 Mein herzliches Beileid an alle Angehörigen und gute Besserung an die Verletzten. Mögen die Seelen der Verstorbenen Frieden finden. 🕯
3455,2022-10-29,This is indeed tragic and sad. My heart is with the people of #SouthKorea #Seoul used to be my second home. My condolences
3456,2022-10-29,Quel tristesse 😢😢 #seoulhalloween #Seoulkorea #Seoul #Korea #SouthKorea
3457,2022-10-29,RIP 🕊🕊🕊🕊#seoulhalloween #seoul
3458,2022-10-29,Before tragedy hit... it looked like #Itaewon #이태원 was already looking unsafe. #Seoul
3459,2022-10-29,kpop Stan’s after a 100+ person catastrophe in Seoul: “vote for my uwu king plz #seoul #tragedy #BTS”
3460,2022-10-29,Mensenmassa’s zullen veel vaker voorkomen 😢😢😢 Overal overbevolking  #Seoul   Dodental door verdrukking bij halloweenviering Seoul loopt op naar 146  /via @NOS  https://t.co/aJp3kNiFJQ
3461,2022-10-29,Le bilan monte à 146 morts après une bousculade lors d’#Halloween à #Seoul 🙏💕   https://t.co/Un7ylQ4xwX via @20minutes
3462,2022-10-29,I am in choc 😢 #prayforitaewon #Itaewon #seoul  https://t.co/JdHF9pmEOg
3463,2022-10-29,😭😭  #Itaewon #seoul #SouthKorea  https://t.co/TbDnlcJAy3
3464,2022-10-29,Tellement triste 😭 #Itaewon  ##seoul beaucoup de courage au victimes et leurs familles. Prions pour que le nombre de morts s’arrête le bilan est déjà assez lourd. Prions pour eux🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽que dieu les protège #PrayForSeoul #pray  https://t.co/3CZ1Rm3tX8
3465,2022-10-29,💔🙏 #Itaewon #Seoul  https://t.co/HnLQN2bdPF
3466,2022-10-29,#Seoul
3467,2022-10-29,"मुश्किल-2 दो मुश्किल- पहली मुश्किल बड़ा घर, दूसरी मुश्किल सुंदर काया। #GujaratElections2022 #SouthKorea #SeoulStampede #Seoul #LIVLEE #PathaanTeaser #sunderkand #JaiShreeRam #JaiShreeKrishna #Truth #Facts   https://t.co/hqS3JTOQbk"
3468,2022-10-29,"une lourde pensée aux familles des personnes décédés… on compte 147 morts et 150 blessés c’est juste affreux. Cette nuit de terreur dois être traumatisantes pour tout les coréens, apportons leur notre soutiens 🤍 #Itaewon #seoul #CoreeduSud"
3469,2022-10-29,"Cent cinquante (150) personnes ont perdu la vie et environ 150 autres blessées dans la nuit de samedi à dimanche à Séoul dans une bousculade lors de festivités d'Halloween, a-t-on appris de source officielle  #Itaewon #Seoul #Halloween #TesYeuxSurLeMonde   https://t.co/OEIorXjOZV"
3470,2022-10-29,Death toll is rising #seoul  #Halloween  #BREAKING
3471,2022-10-29,Clairement je n'est pas de mot 😢😢 #Seoul #seoulhalloween #Seoulkorea #SouthKorea
3472,2022-10-29,"AFP: More than 140 people were killed Saturday and some 150 were injured in a #horrific_stampede in central #Seoul when a large crowd celebrating #Halloween crammed into a narrow street, officials said.  https://t.co/6q4XAsWGLK"
3473,2022-10-29,I left Seoul on Friday night and am in Germany. My thoughts go out to all the people caught up in the tragedy that unfolded last night. #Seoul #Itaewon    https://t.co/JR23iI94AR
3474,2022-10-29,#Seoul #seoulhalloween  https://t.co/4teQLogqvs
3475,2022-10-29,"Nennt mich meinetwegen Schwurbler, aber genau daran habe ich auch gedacht als ich von den unzähligen Herzinfarkten gelesen habe.  #Seoul"
3476,2022-10-29,#Seoul #seoulhalloween  https://t.co/KHZIGtStOS
3477,2022-10-29,#Seoul #seoulhalloween  https://t.co/af86v0WKXD
3478,2022-10-29,#Seoul #seoulhalloween  https://t.co/18gMyn11Iv
3479,2022-10-29,Shocking new videos came from the Halloween disaster in South Korea. The death toll is approaching 200. #Itaewon #seoul
3480,2022-10-29,韩国踩踏事件死亡人数升至146人，受伤人数升至150人  #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  #WhereIsUgurDemirok  https://t.co/G9IjlzdeEG
3481,2022-10-29,"Horrific news about Seoul, sending prayers to the South Korean people.  #SouthKorea #Stampede #Seoul #helloween #Korea #Halloween  #Seoul #Itaewon  https://t.co/520lmEShRI"
3482,2022-10-29,@BlackgirlSeoul are you okay? I'm heartbroken at what happened in  #Seoul at the Halloween celebration. 😭 Hope you &amp; loved ones are safe.
3483,2022-10-29, https://t.co/vfZXNKoY9A  Such a horrible incident on Halloween eve. Condolences the victims' families.  #Halloween #Seoul  https://t.co/aH1PmbKDxW
3484,2022-10-29,I am deeply saddened by the tragic Halloween stampede that caused the lives of over hundreds in #Seoul. I convey my sincere condolences to my friends in #Korea.
3485,2022-10-29,最后一分钟  根据初步确定，在韩国首都首尔举行的万圣节活动期间发生的踩踏事件造成146人死亡、150人受伤。  #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  #WhereIsUgurDemirok  https://t.co/eMXfPKILEY
3486,2022-10-29,UPDATE: At least 146 people were killed in the Halloween incident in Seoul  #Itaewon #이태원 #이태원사고 #압사사고 #SouthKorea #Seoul #HalloweenEnds #Halloween #BreakingNews Watch 👇👇👇  https://t.co/y4ptZjUKzq
3487,2022-10-29,@FranceNews24 juste l'impression de revoir les images horribles du Heysel où des sauveteurs essayaient en vain de tirer des personnes coincées   des bras tendus appelant à l'aide au milieu de visages bleutés par le manque d'oxygène  une pensée aux victimes🙏🖤  #Seoul #Itaewon
3488,2022-10-29,This stuff in South Korea is very sad. Praying for a fine country. #Seoul #seoulhalloween
3489,2022-10-29,Why would there be so much.......  it isnt even a Kprean festival for f....sake....  so many lives gone for one stupid festival which isnt even a festival...sad and terrible news  #Korea  #SeoulStampede  #Seoul
3490,2022-10-29,"#Halloween2022 #seoul कोरिया में हैलोवीन महोत्सव मना रहे सैकड़ों लोग कि मौत हो गई, और सैकड़ों लोग जान के मारे तड़प रहे है,क्या कोई केमिकल लोचा तो नही,  https://t.co/oJgaXc43fM"
3491,2022-10-29,"Tragic for the city of #Seoul and for the whole of Korea. Young people out for an evening of Halloween fun, as we've all done. Just so sad to see the scenes."
3492,2022-10-29,I can't believe about what's happening in #seoul during their Halloween event  This year 2022 has become of the worst year 😤 We all lost all our great people we ever loved  My condolences goes to their famillies 🙏😢
3493,2022-10-29,"#Seoul According to information in the local media, people on the spot have heard that a celebrity was in a bar in the area and rushed towards that place. It is one of the theories how the congestion could occur so quickly."
3494,2022-10-29,WIR TEILEN KEINE FOTOS UND VIDEOS VON RETTUNGSMASSNAHMEN UND LEICHEN 🤬 #seoul
3495,2022-10-29,Thoughts and prayers to everyone in #Seoul. Absolutely horrible.
3496,2022-10-29,"Per scelta volontaria, non pubblicheremo immagini e/o video relativi a quanto accaduto nella notte a #seoul per i festeggiamenti di #Halloween. Una festa dovrebbe restare tale, senza tragedie, senza vittime. Ci si spezza il cuore solo al pensiero di quanto accaduto(...)"
3497,2022-10-29,I lost 20 Lbs in 3 weeks My nutritionist gave me a Perfect Keto Meal Plan For beginners It is so effective that  Already worked for 1 Million people and this number is Steadily increasing.If you're also interested in losing weight .  https://t.co/78vK8hKSGN #Itaewon #Auburn #Seoul  https://t.co/3WRwo3bHWi
3498,2022-10-29,Saturday Gugak Concert (토요명품) #amp #beginners #Chinese #concert #dance #explanation #gu #gugak #Heritage #Hotline #Japanese #music #Nambusunhwan #performance #ro #Saturday #Seocho #Seoul #teenagers #Travel #Saturday #Gugak #Concert #(토요명품)  https://t.co/1IUhYR0lzl  https://t.co/EGIne5050v
3499,2022-10-29,"Absolutely unbelievable what happened. I can't even describe how much it saddens and hurts me. So many people who only wanted to have fun, now their life is ruined. I'm honestly speechless   #Seoul"
3500,2022-10-29,"In the capital of #SouthKorea, #Seoul, more than 120 people died due to a stampede during the #celebration of #Halloween.  #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  #عاجل #حفل #سيول #إتايوان #كوريا_الجنوبية  https://t.co/ojs8KLryvW"
3501,2022-10-29,Verschrikkelijke beelden uit #Seoul. Tientallen doden door verdrukking...  🙏🏻
3502,2022-10-29,"IMMAGINI FORTI  Durante una festa di #Halloween decine di persone sarebbero andate in arresto cardiaco nella capitale della Corea del Sud, #SeoulStampede #seoul #SouthKorea  https://t.co/z4RDtP1tC3"
3503,2022-10-29,@AssieVoyage De marathons zijn tegenwoordig ook van een heel andere orde #Gedachtenkronkels Let op: de weersomstandigheden waren ideaal voor een hardloopwedstrijd  #Seoul #Haloween
3504,2022-10-29,"#MONDE🇰🇷 Dans le quartier d’#Itaewon, à #Séoul, plus de 146 personnes ont trouvé la mort lors d’une soirée d’#Halloween qui s’est terminée en bousculade meurtrière.  https://t.co/QRkXurSr1d"
3505,2022-10-29,"Je ne comprends pas comment dans une ""bousculade"" a #Seoul il peut y avoir 120 personnes mortes asphyxiées🤔"
3506,2022-10-29,I don't understand why there are pictures and videos of dead people up close on here. That's kinda disrespectful towards them and their families.  #Seoul
3507,2022-10-29,A moment for the editorial consideration that has gone into this #Seoul post by @SkyNews:   - warning slide  - sound removed  - removed most graphic scenes  - text description of what happened   Conveying information without exploitation
3508,2022-10-29,"The number of deaths reported in a Halloween #stampede in a central district of the #SouthKorean capital #Seoul has risen to 146, emergency officials said.  https://t.co/69FPPI39d2"
3509,2022-10-29,So viele Tote in #Seoul!🖤🖤💔💔
3510,2022-10-29,"I won’t share any videos or pictures from #Seoul out of respect for the victims, their families and the many people helping the injured ones. But, oh my, what a horrible situation and what a terrible fear must this have been. A #Stampede really is one of the biggest nightmares 😔"
3511,2022-10-29,南韓緊急事務官員說，有146人在首都 #首爾 #黎泰院 地區一次踩踏事件中死亡，年輕人當時正在那裡歡慶萬聖節。 官員們在記者會上說，黎泰院地區星期六夜晚擠滿了慶祝萬聖節的人，踩踏事件並導致100多人受傷。 #Itaewon #SouthKorea #SEOUL stampede  https://t.co/ceGeWtuw7B
3512,2022-10-29,#Seoul
3513,2022-10-29,#Seoul 💔  https://t.co/IbPxuI47V4
3514,2022-10-29,The tragedy in #Seoul is just heartbreaking and horrifying. All our strength and sympathies to families of victims.
3515,2022-10-29,"#Seoul: At least 146 people were killed in a stampede when a huge crowd celebrating Halloween crammed into an alley in a night life area of the South Korean capital Seoul on Saturday night, emergency officials said  https://t.co/lKp49DaTi0"
3516,2022-10-29,"Espero que tengan un buen servicio de atención psicosocial de emergencias en #Seoul , xq la que se le viene encima va a ser muy gorda… muchos muertos, jóvenes, y muchos más intentando salvarlos, muchos sin éxito, en un país con un alto número de suicidios."
3517,2022-10-29,"Oh #Seoul, my #soul 😢 #이태원"
3518,2022-10-29,Boo!!👻 #BLITZERS #blee  #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween #Seoul #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/jb372vIvFU
3519,2022-10-29,Terrible news from #Seoul. Thinking of all of our friends there and all South Koreans
3520,2022-10-29,"Top story: @MediaWarriorY: '#BREAKING: #SouthKorea's fire department said 81 people have breathing problems after the #stampede at Itaewon in #Seoul, South Korea Saturday night when over 100 thousand revellers crammed i…  https://t.co/VF94xqI3up, see more  https://t.co/egVal3zpjh"
3521,2022-10-29,Couldn’t have ever imagined a tragedy like #Seoul. Horrifying and tragic. My heart goes out to the families who lost their loved ones tonight.
3522,2022-10-29,Meus sentimentos a todos q morreram na tragédia de Itaewon que descanse em paz  Vou seguir minhas orações para aqueles estão vivos ficarem bem 🙏 #Itaewon #coreia #Seoul  #Halloween  https://t.co/gHG3qkF9jF
3523,2022-10-29,"Over 140 people killed, 150 injured in #Seoul Halloween crush: authorities  (AFP)"
3524,2022-10-29,🇰🇷_||~✨🕊 UPDATE | At least 146 Fatalities 150 injured the #Halloween #stampede in #Seoul | #Korean heart breaking tragedy #PrayForSeoul  https://t.co/4ORZ7omB9i
3525,2022-10-29,"(France TV Info): #Corée du Sud : bousculade mortelle à #Séoul durant une célébration d'Halloween : À Séoul en Corée du Sud, la soirée de samedi 29 octobre, qui s'annonçait festive, a tourné au drame. Au moins 59 morts sont à..  https://t.co/yPqtUA5T8t  https://t.co/ww1CC6eGCm"
3526,2022-10-29,Les pauvres tu vas un événement pour t’amuser ça tourne au cauchemar c’est grave les images elles donnent des frissons c’est horrible #Seoul #Itaewon toutes mes condoléances 🙏
3527,2022-10-29,Des éléments de compréhension sur la terrible catastrophe de Séoul avec @Mehdi_Moussaid de l'excellente chaîne Fouloscopie. #seoul #itaewon  https://t.co/EVtUlkAGLC
3528,2022-10-29,"Over 120 die while several injured in Seoul, South Korea in a stampede at a Halloween Festival  #Seoul #Halloween  https://t.co/x3azZokSOD"
3529,2022-10-29,Drama bei #Halloween-Feier: Mindestens 146 Tote bei Massenpanik in #Seoul - #Stanpede   https://t.co/MWGE4GnHKn
3530,2022-10-29,This is heart breaking. better management of this kind of big events could avoid this disasters.usually in uk they made all the roads one way so this way only crowd goes to one side. tragic. 😢 #SouthKorea  #Seoul #Itaewon
3531,2022-10-29,"Dopo la tragedia a #ITAEWON #SEOUL, la SM cancella l’evento di domani in diretta attraverso la piattaforma Beyond LIVE ""SMTOWN WONDERLAND 2022"" per celebrare Halloween. Di conseguenza sarà cancellato anche il Red Carpet #PrayForSouthKorea #PrayForItaewon #corea #Halloween  https://t.co/qBYJfTpMLB"
3532,2022-10-29,"#Séoul RIP aux victimes, soutien aux proches et aux blessés. Quel cauchemar 🙏  https://t.co/bq4In6oXY7"
3533,2022-10-29,Only respect for Itaewon🎗🇰🇷💔 #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고  https://t.co/pwZLGVN3Xn
3534,2022-10-29,"Sim, brasileiro é sem noção as vezes. 👍🏽 #seoul #itaweon"
3535,2022-10-29,"❗In the capital of #SouthKorea, #Seoul, more than 120 people died due to a stampede during the celebration of Halloween.  https://t.co/7qJ6KvTKCM"
3536,2022-10-29,#Seoul #Itaewon
3537,2022-10-29,@Reuters 🙏🌷🌼🌻#Seoul #SouthKorea
3538,2022-10-29,"Seoul Halloween crush kills 146, injures 150, it is possible these numbers will change again  https://t.co/5AyPSF6Has #SeoulStampede #Halloween #SeoulHalloweenStampede #Seoul"
3539,2022-10-29,"At least 146 dead, 150 injured in #Seoul after stampede during #Halloween festivities."
3540,2022-10-29,"@DrSdeG Just saw one, it’s terrible. A massive tragedy has befallen the country. #Seoul 🇰🇷"
3541,2022-10-29,"Szerowanie filmików z #Seoul na których widać reanimację to jest dla mnie niezrozumiały poziom ""empatii"".  Ja rozumiem, że zawszw ktoś coś nakręci, ale czy trzeba to szerować i dzielić się śmiercią?"
3542,2022-10-29,#Seoul🖤My thoughts are with the victims and their families.🕯️
3543,2022-10-29,Was für furchtbare Nachrichten aus #Seoul. 🖤
3544,2022-10-29,I send my deep condolence and ligth a candle for the people of #Seoul #SouthKorea  https://t.co/pVZIj1QpHx
3545,2022-10-29,#seoul 🇰🇷tristesse 😞et dramatique ça monte le nombre de 146 jeunes gens ont perdus malheureusement la vie 😢et 150 blessés suite à la panique de la foule et la #bousculade à cette fête de #Halloween malgré la rapidité des hommes de secours
3546,2022-10-29,"Full Video  https://t.co/6vObaDOpuO  The very tragic moment in Itawon, South Korea in connection to a Halloween party.   #Itaewon #이태원 #이태원사고 #압사사고 #SouthKorea #Seoul #HalloweenEnds  #halloween2022  https://t.co/7SZiTcVMcj"
3547,2022-10-29,One of the worst nightmares ever Praying for everyone 🙏 #Itaewon #SEOUL #Halloween
3548,2022-10-29,Death toll is nearing 150. Unthinkable. :( #Seoul
3549,2022-10-29,🙏 #Itaewon #seoul  https://t.co/4Ayzm5NcBY
3550,2022-10-29,#Seoul #SouthKorea 🙏...  https://t.co/4FvwU87fDj
3551,2022-10-29,@askimono Dit is echt heel erg tragisch. Dank voor het niet botweg tweeten van de video's die rondgaan.  #Mass #Casualties #Seoul Wat verdrietig voor iedereen.
3552,2022-10-29,Bousculade à #Séoul pour l’Halloween : le bilan est désormais de 146 morts et 150 blessés. Les gens ont été piétinés lors de grands mouvement de foule incontrôlés. #CoréeduSud  https://t.co/hdXkQf8HCx
3553,2022-10-29,"Last Minute:🇰🇷 Dozens of people had a heart attack in Seoul/South Korea,after thousands of people flocked to the narrow streets of the city's Itaewon district to celebrate Halloween. A state of emergency has been declared in the city. More than 158 people died.. #seoul #Itaewon"
3554,2022-10-29,utter horror story &gt; Halloween crowd surge in #Seoul leaves more than 146 dead and dozens injured  https://t.co/ypGVUttvuS
3555,2022-10-29,"Verbreitet keine Bilder aus #Seoul, wo die Gesichter toter Menschen klar zu erkennen sind.  Verbreitet Videomaterial der #Massenpanik nur mit Warnung &amp; verbergt Videos mit toten Menschen als ""sensibler Inhalt"".  #seoulhalloween"
3556,2022-10-29,Gruppenkuscheln heute in #Seoul #SouthKorea  https://t.co/NyFBL5sJVK
3557,2022-10-29,Evacuation of citizens in Seoul exiting the subway.. In an event where 59 revelers were crushed to death... during the Halloween celebrations. #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/XY9dx5cTY7
3558,2022-10-29,Hommage aux personnes décédés à Seoul dans le quartier d’Itaewon 🇰🇷❤️🤲🏽 #Seoul  https://t.co/L0DrIrv2eN
3559,2022-10-29,Horrific scenes in #seoul sending love and strength
3560,2022-10-29,grande tristesse pour cette nuit d'#halloween qui tourne à l'horreur pour les jeunes de #Séoul  #seoulhalloween
3561,2022-10-29,Danish Michelle watched as people were trampled to death in Seoul - #cleveland_heights_ohio #greater_cleveland #south_korea #people #seoul #were #ohio  https://t.co/oCPWJOMNej
3562,2022-10-29,Almost 150 people were trampled to death at a Halloween party in South Korea - pedestrians revived victims lying on the street - #cleveland_heights_ohio #greater_cleveland #south_korea #people #street #korea #party #south #seoul #asia #soul #were #ohio  https://t.co/SzMv0NAXS7
3563,2022-10-29,"IMMAGINI FORTI  Durante una festa di #Halloween decine di persone sarebbero andate in arresto cardiaco nella capitale della Corea del Sud, #Seoul.  https://t.co/81ScJ4kf3f"
3564,2022-10-29,"#이태원 #이태원사고 #압사사고 #SouthKorea #Seoul #오이_지젤생일_아인교 #SeoulStampede #Itaewon   надеюсь,что люди найдут силы пережить это...  https://t.co/qHzLtJSzxA"
3565,2022-10-29,#Stampede #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/O3nZoUlLqq
3566,2022-10-29,"My thoughts and prayers are with those involved in the terrible tragedy in Itaewon, Seoul tonight. 😢🙏🙏🙏 #prayers4Seoul #ITAEWONHALLOWEEN #Seoul"
3567,2022-10-29,What happened at #Seoul tonight is actually one of my worst nightmares. Im so sorry to everyone that was there and everyone who lost someone they love. Wish i could say more.
3568,2022-10-29,Güney Kore'de çıkan izdihamda 150 kişi hayatını kaybetti. Ölü sayısı artıyor.  #Seoul #SouthKorea #ItaewonHalloween #Halloween #Halloween2022 #HappyHalloween
3569,2022-10-29,"My heart aches today... as parents of hundreds of children start to wake up to find out their child has died or is injured after a night out in Itaewon. 💔 Latest death toll 146, over a hundred injured. #seoul"
3570,2022-10-29,just before they crush in 💔😭  #Itaewon #Seoul #SouthKorea #Halloween  https://t.co/MIJ5Y3Bpja
3571,2022-10-29,The same as the travis scott concert 💉☠️ graphene frequencies South Korea    https://t.co/i7hPRvt7R8   #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고
3572,2022-10-29,At least 140 people were killed and some 100 were injured in a #stampede in central #Seoul when thousands crowded into narrow streets to celebrate #Halloween  https://t.co/XvojG0BUOC
3573,2022-10-29,Meus sentimentos a todos q morreram na tragédia de Itaewon que descanse em paz  #Itaewon #coreia #Seoul  #Halloween  https://t.co/Hle5mYOfLS
3574,2022-10-29,Güney Kore'nin başkenti Seul'de Cadılar Bayramı (Halloween) kutlamaları sırasında dar bir sokakta yaşanan izdihamda en az 120 kişi hayatını kaybetti onlarcası da yaralandı  #Stampede #Seoul #helloween #Korea #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고.  https://t.co/YXmvqhJSaY
3575,2022-10-29,"Halloween n'est pas une ""fête"" comme les autres. Halloween n'est pas une ""fête"" tout court. En pensées et en prières... 🙏🕯️ #itaewon #séoul"
3576,2022-10-29,#Seoul. I can’t believe the pictures I’m seeing. What a tragedy.
3577,2022-10-29,"@Emma22880564 Nostra Signora di Naju, prega per noi! 🙏 #Seoul #Halloween #itaewon #Naju  https://t.co/XFDdRXkeFq"
3578,2022-10-29,A terrible tragedy. Deepest sympathy to the people of #Seoul
3579,2022-10-29,Mon Dieu ça fait peur #Seoul
3580,2022-10-29,The same as the travis scott concert 💉☠️ graphene frequencies South Korea    https://t.co/Sz2iCg2Ra3   #SouthKorea #Halloween  #Seoul   #Itaewon #이태원 #이태원사고 #압사사고
3581,2022-10-29,Est ce réellement le mouvement de foule #seoul qui a tué toutes ces personnes....cest dingue ce quil sest passé...
3582,2022-10-29,My heart is breaking..   #itaewon #seoul🇰🇷  #yongsan #itaewonstation #서울 #이태원  https://t.co/ht10n8fBnk
3583,2022-10-29,My thoughts are with the people in #Seoul. Horrible scenes. I hope the injured will recover fully. My deeply felt condolences to the victims' families and my deepest sympathy to anyone affected.
3584,2022-10-29,Crazy crowd-crush scene in #Seoul after a human #stampede. Notice the layers of people on the floor.
3585,2022-10-29,🙏🏻 #Séoul  https://t.co/EmDSVbd9mQ
3586,2022-10-29,New Post on #Deeper ! 'Twitter Trends #Seoul ' Click here for the post↓  https://t.co/HSLF3hr1rD
3587,2022-10-29,Ohhh God.. This is a tragedy.. its scary.. Praying for everyone in Seoul..🙏🙏 Deep condolences to victims' families and friends.. May they rest in peace   #seoulhalloween #itaewon #Seoul  https://t.co/TibIciEZbr
3588,2022-10-29,Prayer for those injured and dead in Seoul.  This is tragic..   120 confirmed dead so far.  Very disturbing images come through the wire.    #seoul #SeoulStampede  #HalloweenEvent
3589,2022-10-29,"Death toll from #Seoul crowd crush rises to 146, with 150 injured.   (Via @KHOU)   @sswalker @Ktsu2N @KTSU_2   #KHOU #KHOU11News #KTSU2News #TwitterNewsChat    https://t.co/bZMusPfy6A"
3590,2022-10-29,‘C’est ici que cela s’est passé’ explique un policier bloquant la ruelle #Itaewon où s’est déroulé la bousculade meurtrière (156 morts) #Seoul #Halloween  https://t.co/SHSYGh2zyk
3591,2022-10-29,@Notiziario_NC Nostra Signoa di Naju #Seoul #Halloween #itaewon  https://t.co/IpzXOB0ll5
